Tweet_Text,Sentiment,Tweet URL
The new name of the Sanoma Division will be Sanoma News .,Neutral,
"26 January 2011 - Finnish metal products company Componenta Oyj ( HEL : CTH1V ) said yesterday its net loss narrowed to EUR500 ,000 in the last quarter of 2010 from EUR5 .3 m for the same period a year earlier .",Positive,
"The floor area of the Yliopistonrinne project will be 7,900 sq m and the building 's gross area will total 12,800 sq m. A total 25.1 % of the facilities have been let .",Neutral,
Data is changing the way offices are run,Neutral,
Calls to the switchboard and directory services have decreased significantly since our employees now have up-to-date contact information from all their colleagues and customers on their phone and can place the call directly .,Neutral,
"CapMan Plc Press Release 31 March 2008 Jukka Ruuska , President of the OMX Nordic Exchanges and the Stockholm Stock Exchange , will transfer to CapMan effective no later than September 2008 .",Neutral,
"When this investment is in place , Atria plans to expand into the Moscow market .",Neutral,
"The last quarter was the best quarter of 2009 in net sales , and the operating margin rose to 12.2 % .",Positive,
The proportion of Estonian and Lithuanian passengers on the Tallinn-Helsinki route also grew in July .,Positive,
"More than 14,000 customers were left powerless .",Negative,
"Tallink claims the watertight doors of both Vana Tallinn and Regina Baltica , including their electrical systems , are fully in working order .",Positive,
Its 168 asset management experts manage assets worth over EUR 35 billion .,Neutral,
"The company will also shut one paper machine in Finland and one in Austria , as well as two label paper machines in Finland for up to 10 months , Helsinki-based UPM said yesterday .",Neutral,
Earnings per share were EUR -0.04 -0.06 .,Neutral,
The four-year contract between the bank and Ski Sport Finland will bring the bank 's advertisements to skiers helmets and caps .,Neutral,
Ramirent made 18 million kroons EUR 1.15 mln loss last year ; the year before the company was 7.3 million kroons in the black .,Negative,
"With Aldata , we can help retailers ensure that their merchandising and selections reflect customer demand and their evolving shopping behavior . ''",Neutral,
"The most popular mobile data services are email , surfing the internet , as well as news and weather services .",Neutral,
"Cash flow after investments amounted to EUR45m , down from EUR46m .",Negative,
"Operating profit , excluding non-recurring items , totalled EUR 2.2 mn , down from EUR 2.7 mn in the corresponding period in 2008 .",Negative,
"The ten year rent contract with the right of prolongation on the existing terms , was signed between Stockmann and the owner of the shopping center in 1998 .",Neutral,
"In the Czech Republic , the profiling unit at Ostrava will be closed and the machinery will be relocated to Ruukki 's bigger plants in Hungary , Poland and Romania by the end of the first quarter of 2009 .",Neutral,
Consolidated operating profit from continuing operations decreased by 62.3 % to EUR 51.2 mn from EUR 135.7 mn in 2007 .,Negative,
"The company 's profit totaled Ls 578,100 in H1 2007 , down 30.9 % year-on-year .",Negative,
15 September 2010 - Finnish electrical components maker Salcomp Oyj ( HEL : SAL1V ) announced today the launch of its latest Twist charger platform .,Neutral,
"In Asia earlier , Japan 's Nikkei index fell 0.62 percent and Hong Kong 's Hang Seng Index rose 0.56 percent .",Neutral,
"The company still expects its turnover in 2010 to slightly increase from the level of 2009 , adding that `` market predictability is still too poor for trustworthy forecasts on the market development of the contract manufacturing business during the current year '' .",Positive,
Basware Business Transactions Service enables the customer to receive and send invoices in an electronic format .,Neutral,
France fines Google Ã¢Â‚?20m for antitrust abuse in advertising.,Negative,
"`` Lining stone sales were also good in the early autumn , and order books are strong to the end of the year .",Positive,
"The company has the poser , who wants to impress people with the latest handset .",Neutral,
Sony Ericsson and Nokia dominated the list of best-selling handsets with five models each .,Positive,
"Stora Enso said DeLight was suitable for a wide range of applications including food , cosmetics , home decoration and leisure products .",Neutral,
"Finnish IT solutions provider Affecto Oyj said today that it has won a frame contract , valued at some EUR2m , to implement the next phase of its insurance application for South African Mutual & Federal Insurance Company Limited M&F .",Positive,
"The fair value of the investment properties totaled EUR 2,534.9 mn , up from EUR 2,455.1 mn in 2006 .",Positive,
"The service is intended to allow the people of thirteen Mediterranean countries to reach the Baltic more rapidly , with a single carrier .",Positive,
"In the third quarter of 2010 , net sales increased by 5.2 % to EUR 205.5 mn , and operating profit by 34.9 % to EUR 23.5 mn .",Positive,
Earnings per share EPS in 2005 amounted to a loss of EUR1 .26 .,Neutral,
"In the second quarter of 2009 , net sales through operator business partners represented 47 % of the Group 's total net sales .",Neutral,
This would be a huge process .,Neutral,
"Thus the group 's balance sheet will have about EUR25 .8 m of goodwill , the company added .",Neutral,
Teleste BK Optiflex amplifier products will be used in ongoing capacity upgrade of KDG 's network to bi-directionality .,Neutral,
Sales of mid-strength beer decreased by 40 % .,Negative,
The company 's board of directors will propose a dividend of EUR 0.14 for 2008 at the annual general meeting .,Neutral,
"Alma Media holds 70 % of this company , the remaining shares being owned by the company 's key employees .",Neutral,
"The contract , which was signed yesterday , will run for five years and includes a two-year extension option .",Neutral,
"Commenting on the deal , Shane Lennon , SVP of Marketing & Product Development at GyPSii said : ?",Neutral,
7 March 2011 - Finnish IT company Digia Oyj HEL : DIG1V announced today an agreement with mobile-phone major Nokia Oyj HEL : NOK1V to acquire the commercial licensing and service business related to Nokia 's Qt technology .,Positive,
Finnish lifting equipment maker Konecranes HEL : KCR1V said on 29 July 2009 it has raised its stake in Austrian manipulator maker ACS Konecranes to 80 % and bought German sector player Knight Europe .,Positive,
"Of Bavelloni 's and NST 's joint ventures , Bavelloni Tools , completes semiproducts that are produced in Italy into high-quality tools that will be sold under the DiaPol brand .",Neutral,
Finnish metal products company Componenta Oyj net profit rose to 26.1 mln euro ( $ 35.9 mln ) for the first quarter of 2007 from 5.3 mln euro ( $ 7.3 mln ) for the same period of 2006 .,Positive,
The company 's advantage in pricing can be seen in the significantly lower prices offered by the new unmanned stations .,Positive,
"The equipment will expand container handling capacity at Namibia 's main port of Walvis Bay , on the west coast .",Positive,
This beauty is an updated version of her chichi loop shade launched in 2001 .,Neutral,
"The company estimates that the trend in demand for sports equipment will be steady in 2006 , '' Amer 's report said .",Positive,
"At a press conference , Lattelecom board chairman Nils Melngailis explained that Blackstone had been chosen for its experience in the IT sector as well as its financial strength .",Positive,
Australia unemployment drops to 5.8% as recovery strengthens,Positive,
The last job losses related to these reductions will take place during 2010 .,Neutral,
"This implementation is very important to the operator , since it is about to launch its Fixed-to-Mobile convergence service in Brazil see Brazil : 8 May 2006 : .",Neutral,
"( ADP News ) - Jan 27 , 2009 - Finnish industrial machinery company Vaahto Group Ltd Oyj ( HEL : WAT1S ) said today that its subsidiary Vaahto Ltd would cut 15 jobs in Finland .",Negative,
"Finnish construction group Lemminkainen Oyj HEL : LEM1S said today it has won a contract to provide technical services for the Nevsky Centre shopping mall to be opened in November in St Petersburg , Russia .",Positive,
`` I 'm not sure what 's happening .,Neutral,
"The utility will also provide services related to electricity management , such as hedging trades and risk management and reporting .",Neutral,
"Finnish electronics manufacturing services EMS company Elcoteq SE posted a net loss of 66.4 mln euro $ 91.2 mln for the first half of 2007 , compared to a net profit of 7.1 mln euro $ 9.8 mln for the same period of 2006 .",Negative,
"Fortum is looking to invest in several new production units , including a new waste-fired unit at its Brista combined heat and power ( CHP ) plant and a biofuels-based production unit at Vartan CHP plant .",Neutral,
